codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.1.1.3.03.1.1.02.01.00.00.000;02;0201;21.453,60;15.394,03;0001;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - PROPRIO";A;08;000;21.453,60;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.1.1.02.02.00.00.000;02;0201;8.939,00;6.414,22;0020;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - MDE";A;08;000;8.939,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.1.1.02.03.00.00.000;02;0201;5.363,40;3.848,54;0040;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - ASPS";A;08;000;5.363,40;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.1.1.03.00.00.00.000;02;0201;167.676,00;169.081,57;0000;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS";S;07;000;167.676,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.1.1.03.01.00.00.000;02;0201;100.605,60;101.448,95;0001;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS - PROPRIO";A;08;000;100.605,60;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.1.1.03.02.00.00.000;02;0201;41.919,00;42.270,39;0020;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS - MDE";A;08;000;41.919,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.1.1.03.03.00.00.000;02;0201;25.151,40;25.362,23;0040;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - INATIVOS PAGOS PELO RPPS - ASPS";A;08;000;25.151,40;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.0.00.00.00.00.000;02;0201;0,00;84.795,92;0000;"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS";S;06;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.00.00.00.00.000;02;0201;0,00;84.795,92;0000;"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL";S;06;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.01.00.00.00.000;02;0201;0,00;84.385,21;0000;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER EXECUTIVO";S;07;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.01.01.00.00.000;02;0201;0,00;50.629,46;0001;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER EXECUTIVO - PROPRIO";A;08;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.01.02.00.00.000;02;0201;0,00;21.097,80;0020;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER EXECUTIVO - MDE";A;08;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.01.03.00.00.000;02;0201;0,00;12.657,95;0040;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER EXECUTIVO - ASPS";A;08;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.02.00.00.00.000;02;0201;0,00;410,71;0000;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER LEGISLATIVO";S;07;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.02.01.00.00.000;02;0201;0,00;246,35;0001;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER LEGISLATIVO - PROPRIO";A;08;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.02.02.00.00.000;02;0201;0,00;102,73;0020;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER LEGISLATIVO - MDE";A;08;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.3.03.4.1.02.03.00.00.000;02;0201;0,00;61,63;0040;"IRRF - OUTROS RENDIMENTOS - PRINCIPAL  - PODER LEGISLATIVO - ASPS";A;08;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.00.0.0.00.00.00.00.000;02;0201;2.759.119,00;1.695.330,88;0000;"IMPOSTOS ESPECIFICOS DE ESTADOS, DF E MUNICIPIOS";S;04;000;2.759.119,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.0.0.00.00.00.00.000;02;0201;2.190.020,00;1.284.116,70;0000;"IMPOSTOS SOBRE O PATRIMONIO PARA ESTADOS/DF/MUNICIPIOS";S;05;000;2.190.020,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.0.00.00.00.00.000;02;0201;690.020,00;653.446,70;0000;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";S;06;000;690.020,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.1.00.00.00.00.000;02;0201;554.276,00;567.225,91;0000;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";S;06;000;554.276,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.1.01.00.00.00.000;02;0201;332.565,60;340.335,34;0001;"IPTU - PRINCIPAL  - PROPRIO";A;07;000;332.565,60;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.1.02.00.00.00.000;02;0201;138.569,00;141.806,64;0020;"IPTU - PRINCIPAL  - MDE";A;07;000;138.569,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.1.03.00.00.00.000;02;0201;83.141,40;85.083,93;0040;"IPTU - PRINCIPAL  - ASPS";A;07;000;83.141,40;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.2.00.00.00.00.000;02;0201;4.273,00;1.171,91;0000;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS DE MORA";S;06;000;4.273,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.2.01.00.00.00.000;02;0201;2.563,80;703,10;0001;"IPTU - MULTAS E JUROS DE MORA  - PROPRIO";A;07;000;2.563,80;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.2.02.00.00.00.000;02;0201;1.068,25;293,01;0020;"IPTU - MULTAS E JUROS DE MORA  - MDE";A;07;000;1.068,25;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.2.03.00.00.00.000;02;0201;640,95;175,80;0040;"IPTU - MULTAS E JUROS DE MORA  - ASPS";A;07;000;640,95;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.3.00.00.00.00.000;02;0201;96.234,00;51.858,23;0000;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DIVIDA ATIVA";S;06;000;96.234,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.3.01.00.00.00.000;02;0201;57.740,40;31.114,79;0001;"IPTU - DIVIDA ATIVA  - PROPRIO";A;07;000;57.740,40;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.3.02.00.00.00.000;02;0201;24.058,50;12.964,67;0020;"IPTU - DIVIDA ATIVA  - MDE";A;07;000;24.058,50;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.3.03.00.00.00.000;02;0201;14.435,10;7.778,77;0040;"IPTU - DIVIDA ATIVA  - ASPS";A;07;000;14.435,10;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.4.00.00.00.00.000;02;0201;35.237,00;33.190,65;0000;"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";S;06;000;35.237,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.4.01.00.00.00.000;02;0201;21.142,20;19.914,17;0001;"IPTU - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - PROPRIO";A;07;000;21.142,20;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.4.02.00.00.00.000;02;0201;8.809,25;8.297,86;0020;"IPTU - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - MDE";A;07;000;8.809,25;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.1.4.03.00.00.00.000;02;0201;5.285,55;4.978,62;0040;"IPTU - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - ASPS";A;07;000;5.285,55;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.4.0.00.00.00.00.000;02;0201;1.500.000,00;630.670,00;0000;"IMPOSTO SOBRE TRANSMISSAO “INTER VIVOS” DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS";S;06;000;1.500.000,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.4.1.00.00.00.00.000;02;0201;1.500.000,00;630.670,00;0000;"IMPOSTO SOBRE TRANSMISSAO “INTER VIVOS” DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS - PRINCIPAL";S;06;000;1.500.000,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.4.1.01.00.00.00.000;02;0201;900.000,00;378.402,00;0001;"ITBI - PRINCIPAL  - PROPRIO";A;07;000;900.000,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.4.1.02.00.00.00.000;02;0201;375.000,00;157.667,50;0020;"ITBI - PRINCIPAL  - MDE";A;07;000;375.000,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.01.4.1.03.00.00.00.000;02;0201;225.000,00;94.600,50;0040;"ITBI - PRINCIPAL  - ASPS";A;07;000;225.000,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.0.0.00.00.00.00.000;02;0201;569.099,00;411.214,18;0000;"IMPOSTOS SOBRE A PRODUCAO, CIRCULACAO DE MERCADORIAS E SERVICOS";S;05;000;569.099,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.0.00.00.00.00.000;02;0201;569.099,00;411.214,18;0000;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA";S;06;000;569.099,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.1.00.00.00.00.000;02;0201;563.127,00;406.807,49;0000;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - PRINCIPAL";S;06;000;563.127,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.1.01.00.00.00.000;02;0201;337.876,20;244.083,56;0001;"ISS - PRINCIPAL  - PROPRIO";A;07;000;337.876,20;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.1.02.00.00.00.000;02;0201;140.781,75;101.702,53;0020;"ISS - PRINCIPAL  - MDE";A;07;000;140.781,75;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.1.03.00.00.00.000;02;0201;84.469,05;61.021,40;0040;"ISS - PRINCIPAL  - ASPS";A;07;000;84.469,05;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.2.00.00.00.00.000;02;0201;2.963,00;3.028,85;0000;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - MULTAS E JUROS DE MORA";S;06;000;2.963,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.2.01.00.00.00.000;02;0201;1.777,80;1.817,28;0001;"ISS - MULTAS E JUROS DE MORA  - PROPRIO";A;07;000;1.777,80;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.2.02.00.00.00.000;02;0201;740,75;757,22;0020;"ISS - MULTAS E JUROS DE MORA  - MDE";A;07;000;740,75;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.2.03.00.00.00.000;02;0201;444,45;454,35;0040;"ISS - MULTAS E JUROS DE MORA  - ASPS";A;07;000;444,45;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.3.00.00.00.00.000;02;0201;1.820,00;974,67;0000;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA";S;06;000;1.820,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.3.01.00.00.00.000;02;0201;1.092,00;584,77;0001;"ISS - DIVIDA ATIVA  - PROPRIO";A;07;000;1.092,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.3.02.00.00.00.000;02;0201;455,00;243,69;0020;"ISS - DIVIDA ATIVA  - MDE";A;07;000;455,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.3.03.00.00.00.000;02;0201;273,00;146,21;0040;"ISS - DIVIDA ATIVA  - ASPS";A;07;000;273,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
